comment,Sentiment,processed,sentiment_fix
快乐早结婚早生了,0,快乐早结婚早生了,0
自己喜欢吃的穿的都买不起谈什么结婚呢,0,自己喜欢吃的穿的都买不起谈什么结婚呢,0
he tui 女孩子最好了 可可爱爱,0,he tui 女孩子最好了 可可爱爱,1
不结婚在家不干活一样被说,0,不结婚在家不干活一样被说,0
对了,2,对了,0
日本人口密度比我们还要高怎么不提,0,日本人口密度比我们还要高怎么不提,0
这是好事啊,2,这是好事啊,0
我自己都活不明白怎么敢想小孩怎么活？,0,我自己都活不明白怎么敢想小孩怎么活,0
我可以结婚但绝不要孩子,0,我可以结婚但绝不要孩子,0.5
快乐,0,快乐,0
鼠头鸭脖,0,鼠头鸭脖,0
相当快乐,0,相当快乐,0
那是太快乐了啊，自由董？,0,那是太快乐了啊自由董,0
好啊，所以不用生了,2,好啊所以不用生了,0
对,2,对,0
进步,2,进步,0
给我50万我就生,0,给我50万我就生,0
因为人口基数最多且分化最剧烈,1,因为人口基数最多且分化最剧烈,0.5
遥遥领先,2,遥遥领先,1
翻译：人口虽然少了，但做得更多弥补,2,翻译人口虽然少了但做得更多弥补,0.5
对对对对对对！我没能力绝对不祸害我下一代,0,对对对对对对我没能力绝对不祸害我下一代,0.5
并不觉得人口素质在提高,0,并不觉得人口素质在提高,0
自由的心，放飞在风口浪尖,0,自由的心放飞在风口浪尖,1
没钱，就是没钱，二线城市本科生就三千不到，自己都养不起，还结婚养孩子？,0,没钱就是没钱二线城市本科生就三千不到自己都养不起还结婚养孩子,0.5
那可太快乐了，谈赛博恋爱，品百味人生,0,那可太快乐了谈赛博恋爱品百味人生,0
我也喜欢女孩，可女孩每个月的月经都会很麻烦和折磨，我不希望看到我的孩子以后也受苦，还是这种没有理由的，天生就是如此的苦,0,我也喜欢女孩可女孩每个月的月经都会很麻烦和折磨我不希望看到我的孩子以后也受苦还是这种没有理由的天生就是如此的苦,0
男生一样,2,男生一样,0
不是说仁义道德，这类人群确实上网少,0,不是说仁义道德这类人群确实上网少,0.5
对,2,对,0
东亚三鬼才,0,东亚三鬼才,0
保护,0,保护,0
是的,2,是的,0
我为男生代言,2,我为男生代言,0
非常快乐,0,非常快乐,0
江西这里也严重,0,江西这里也严重,0
湛江,2,湛江,0
生那么多男孩真有钱啊,0,生那么多男孩真有钱啊,0
被银行,0,被银行,0
快乐，就算不快乐也没办法,0,快乐就算不快乐也没办法,0
对对，自己花挺好的，喜欢干啥干啥，带孩子很辛苦的,0,对对自己花挺好的喜欢干啥干啥带孩子很辛苦的,1
急，谁急不说，汗流浃背了吧老弟,0,急谁急不说汗流浃背了吧老弟,0
建议政府：生个孩子给50万，立马能大幅提高生育率,0,建议政府生个孩子给50万立马能大幅提高生育率,0
不急是因为他们后代都是外国人,2,不急是因为他们后代都是外国人,0
至少现在很快乐,0,至少现在很快乐,0
遥遥领先！,2,遥遥领先,1
好！！,2,好,0
欢迎光临 好看,2,欢迎光临 好看,0.5
《初婚》,2,初婚,0
太真实了玛德,0,太真实了玛德,0
山东也是,2,山东也是,0.5
重男轻女现象还远远没有消失,0,重男轻女现象还远远没有消失,0
哈哈哈哈，很好,2,哈哈哈哈很好,1
马上35 对于成家毫无兴趣,0,马上35 对于成家毫无兴趣,0
我单身75岁了 过的很好,2,我单身75岁了 过的很好,0
我想要女孩省钱啊！,2,我想要女孩省钱啊,0
非常快乐和知足,0,非常快乐和知足,0
潮汕,2,潮汕,0
五年加五岁也就是说这些人都没结婚啊,0,五年加五岁也就是说这些人都没结婚啊,0
养老行业最多也就20 年,0,养老行业最多也就20 年,1
遥遥领先,2,遥遥领先,1
你可拉倒吧。。你还是年轻。。传统，不是用来打破的,0,你可拉倒吧你还是年轻传统不是用来打破的,1
这么牛马up，真是张嘴就来啊,0,这么牛马up真是张嘴就来啊,0.5
这up夹带私货也不是一次两次了，脑袋长歪了指望啥呢,0,这up夹带私货也不是一次两次了脑袋长歪了指望啥呢,0
10后加油！快看到头了！,2,10后加油快看到头了,0
不结婚后悔几年，结婚后悔一辈子,0,不结婚后悔几年结婚后悔一辈子,0
这不是实话？站大街的才要生好么？,0,这不是实话站大街的才要生好么,0
数据就是数据 数据不会因为主观想法而改变 重男轻女还是存在,0,数据就是数据 数据不会因为主观想法而改变 重男轻女还是存在,0.5
消费太高，普通打工人平均挣的钱，一个月下来很难存到多少，再一结婚，直接找亲戚朋友借钱，没人借，就别结婚了。,0,消费太高普通打工人平均挣的钱一个月下来很难存到多少再一结婚直接找亲戚朋友借钱没人借就别结婚了,0
快乐,0,快乐,0
襄阳女人太厉害,2,襄阳女人太厉害,0
我80后，婚都不想结,0,我80后婚都不想结,0
遥遥领先,2,遥遥领先,1
唉 这辈子养活自己跟父母就行了 别的不奢求,0,唉 这辈子养活自己跟父母就行了 别的不奢求,1
养不起,0,养不起,0
我也是这么想的,2,我也是这么想的,0
真的快乐，哈哈哈哈,0,真的快乐哈哈哈哈,0
大家有币的都投一下哈，这期完了就大结局啦,2,大家有币的都投一下哈这期完了就大结局啦,1
工作能带给你的只有工资，而不是提升！,0,工作能带给你的只有工资而不是提升,0
放p,2,放p,0
依旧顺风局,2,依旧顺风局,0.5
冲刺冲刺,2,冲刺冲刺,0.5
说的是事实，可是你像50w,0,说的是事实可是你像50w,0
好好好,0,好好好,0
我80后，我不生,0,我80后我不生,0
高房价,0,高房价,0.5
铁锤你是我的超人！,0,铁锤你是我的超人,0.5
快乐。绝对比结婚快乐,0,快乐绝对比结婚快乐,0
也是我们50万粉的看法,2,也是我们50万粉的看法,0
保护,0,保护,0
钱,0,钱,0
爱死了就要这样,2,爱死了就要这样,0
现在的工作条件，只要每年100万就够了,2,现在的工作条件只要每年100万就够了,0.5
才不结婚,0,才不结婚,0
芜湖，爽文,0,芜湖爽文,0.5
还有这么多,2,还有这么多,0
同志们，还需努力啊！,0,同志们还需努力啊,0
好！,2,好,0
保护,0,保护,0
遥遥领先,2,遥遥领先,1
太对了,2,太对了,0
他们说没压力，有压力要克服,2,他们说没压力有压力要克服,1
嘴硬，那就继续,0,嘴硬那就继续,0
快乐麻了,0,快乐麻了,0
你根本不能想象我有多快乐,0,你根本不能想象我有多快乐,0
这是张爱玲说的,2,这是张爱玲说的,0
生活压力,2,生活压力,1
家里有矿吗？敢生男孩…,0,家里有矿吗敢生男孩,0.5
别急兄弟们，00后表示都想要女儿,2,别急兄弟们00后表示都想要女儿,0
我只喜欢女孩，男孩滚边去,2,我只喜欢女孩男孩滚边去,1
快乐的很,0,快乐的很,0
想结婚啊，没钱买车买房，没钱养孩子,0,想结婚啊没钱买车买房没钱养孩子,0
UP主说的这些也就是为了迎合视频播放量而已,0,UP主说的这些也就是为了迎合视频播放量而已,0
主要是社会太卷了,0,主要是社会太卷了,0
凌晨4点和急诊室的人年薪大几十万,2,凌晨4点和急诊室的人年薪大几十万,0
保护,0,保护,0
本来就是别有目的，好事还用人催？,0,本来就是别有目的好事还用人催,0
真的快乐,0,真的快乐,0
哈哈哈哈哈哈,2,哈哈哈哈哈哈,1
支持,2,支持,0
那何止是快乐,0,那何止是快乐,0
666我最相信专家了,2,666我最相信专家了,0.5
必须投币，说的真真见血。,0,必须投币说的真真见血,0
还有这么多？,0,还有这么多,0
保护,0,保护,0
孩子太花钱了。为什么我不花在自己身上,0,孩子太花钱了为什么我不花在自己身上,0
快乐。很清醒,0,快乐很清醒,0
继续搞女拳，继续无底线，看着吧，结婚生育率会越来越低的,0,继续搞女拳继续无底线看着吧结婚生育率会越来越低的,0
竟然还有700万啊,0,竟然还有700万啊,0
好好好,0,好好好,0
都是有钱人,0,都是有钱人,0
婚姻那么累,2,婚姻那么累,0.5
结婚成本斗高的很  还哪有后续,0,结婚成本斗高的很  还哪有后续,0.5
无论怎样选择最后都会后悔,0,无论怎样选择最后都会后悔,0
我是90后，男女无所谓，就一个拉倒,0,我是90后男女无所谓就一个拉倒,0
结不结婚都不快乐,0,结不结婚都不快乐,0
一人吃饱全家不饿，很难不快乐好吗,0,一人吃饱全家不饿很难不快乐好吗,0
快乐啊,0,快乐啊,0
我觉得应该去看看麻醉后的人，睡得太香了,2,我觉得应该去看看麻醉后的人睡得太香了,0
顺德朋友说是这样的,0,顺德朋友说是这样的,0
还有八百万,2,还有八百万,0
反了,0,反了,0
真的快乐,0,真的快乐,0
还要加油,2,还要加油,0.5
你为什么老讲实话呢,0,你为什么老讲实话呢,0
真知灼见,2,真知灼见,0.5
遥遥领先9999999,2,遥遥领先9999999,1
好耶！！！,2,好耶,0
至少没有不快乐,0,至少没有不快乐,0
急急急,0,急急急,0
是我小长宁！,2,是我小长宁,0
尼布森有的是人参,2,尼布森有的是人参,0
好！,2,好,0
广东真是这样,0,广东真是这样,0
不可能不卷啊 你看看韩国学习多卷 人口不多更卷,0,不可能不卷啊 你看看韩国学习多卷 人口不多更卷,0
快乐得一比好嘛,0,快乐得一比好嘛,0
保护保护保护,0,保护保护保护,0.5
别问铁锤结婚没？她是ai配音机器人！不过up主应该是女生,0,别问铁锤结婚没她是ai配音机器人不过up主应该是女生,0
挺好的啊,2,挺好的啊,0.5
居然这么多人结婚，还是有钱人更多。,0,居然这么多人结婚还是有钱人更多,0
牛,2,牛,0
那男方不也一样,0,那男方不也一样,0
保护,0,保护,0
漂亮,2,漂亮,0.5
我就是这么想的,2,我就是这么想的,0
太快乐了,0,太快乐了,0
6,2,6,0
撸多了，看多了，对现实中的恋爱已经没有兴趣了,0,撸多了看多了对现实中的恋爱已经没有兴趣了,1
有什么可担心的，相信后人的智慧,2,有什么可担心的相信后人的智慧,1
累,0,累,0
人还是多了,2,人还是多了,0
我很快乐,0,我很快乐,0
好好好,0,好好好,0
太好了,2,太好了,0
离婚率要不是有些法院不予判决离婚离婚人数更多。,0,离婚率要不是有些法院不予判决离婚离婚人数更多,1
666,1,666,0
666,1,666,0
其中就有我,2,其中就有我,0
666,1,666,0
666,1,666,0
全是女方视角？典型的因噎废食,0,全是女方视角典型的因噎废食,0.5
江西也是,2,江西也是,0
保护,0,保护,0
遥遥领先,2,遥遥领先,1
事实上还是不少，但比以前少很多,0,事实上还是不少但比以前少很多,0
好清醒呀,2,好清醒呀,1
生不生孩子我能选择    孩子就选择,0,生不生孩子我能选择    孩子就选择,1
好好好,0,好好好,0
哈哈哈,2,哈哈哈,0.5
我的快乐你想象不到（）,0,我的快乐你想象不到,0
哈哈,2,哈哈,0
100了，快乐,0,100了快乐,0
卷不卷是另外一回事,0,卷不卷是另外一回事,0
虽然结婚的人少，但是离婚的多了啊，双赢，赢两次,1,虽然结婚的人少但是离婚的多了啊双赢赢两次,1
我可太快乐了,0,我可太快乐了,0
没钱，结婚生孩子那不是有病嘛,0,没钱结婚生孩子那不是有病嘛,0
是你爱的国家和信仰,2,是你爱的国家和信仰,1
好！,2,好,0
对，人与人不应该通过年龄分，要通过言行,2,对人与人不应该通过年龄分要通过言行,1
我表示相当快乐,0,我表示相当快乐,0
当孩子还小的时候不就说要让他自己有自己的个性吗 为什么长大后又要孩子服从呢 ,0,当孩子还小的时候不就说要让他自己有自己的个性吗 为什么长大后又要孩子服从呢 ,1
好，相当好,2,好相当好,0.5
说的好像有用一样,2,说的好像有用一样,0
关我屁事,0,关我屁事,0
别瞎比比了,0,别瞎比比了,0
继续加大力度,1,继续加大力度,0
好好好,0,好好好,0
那么多,0,那么多,0
还是太多了,0,还是太多了,0
这才是正常脑子的回答，我每次听说要看比自己差的觉得那是心理变态,0,这才是正常脑子的回答我每次听说要看比自己差的觉得那是心理变态,0
没钱,0,没钱,0
没钱,0,没钱,0
我一天吃八十，你问我快不快乐？,0,我一天吃八十你问我快不快乐,0
不生还是太慢了，明天地球就爆炸嘻嘻,0,不生还是太慢了明天地球就爆炸嘻嘻,1
真的快乐，想旅游旅游，想消费消费,0,真的快乐想旅游旅游想消费消费,0
哈哈哈哈哈哈，素质提高,2,哈哈哈哈哈哈素质提高,1
遥遥领先,2,遥遥领先,1
IP志正确的带上你的家乡人滚出去,2,IP志正确的带上你的家乡人滚出去,0.5
人类在进步,2,人类在进步,1
这些新人起码都是传统意义的成功者,2,这些新人起码都是传统意义的成功者,1
我们的快乐你想想不到,0,我们的快乐你想想不到,0
良好的财务和稳定的情绪，才是人生的关键，其他只是烦恼的叠加,2,良好的财务和稳定的情绪才是人生的关键其他只是烦恼的叠加,1
良好的财务和情绪，才是人生的关键，其他只是烦恼的叠加,2,良好的财务和情绪才是人生的关键其他只是烦恼的叠加,1
占比提高是有钱人生的多，总体下降是穷人结不起婚,0,占比提高是有钱人生的多总体下降是穷人结不起婚,1
这岂不是一种自信,0,这岂不是一种自信,0.5
哦豁 襄阳仔报道,2,哦豁 襄阳仔报道,0.5
漂亮,2,漂亮,0.5
想pitch,2,想pitch,0
彩票涨价啦,2,彩票涨价啦,0
事实啊 只会放假 搞的企业更不敢招女生赶回家庭生娃,0,事实啊 只会放假 搞的企业更不敢招女生赶回家庭生娃,0
